N,interferenceMode,source,directEdgeCount,directGraphDiameter,topologyHash,planHash,routeAdmissible,unreachableRecipientCount,treeEdgeCount,maximumRecipientDepth,plannedTransmitterCount,baseReservedSlotCount,parentUnique,slotColoringProper,causalSlotOrder,linkErasureProbability,selectedRepetitions,previousRepetitionFailure,edgeFailureProbability,minimumRecipientDelivery,multicastFailureExact,multicastFailureUnionUpperBound,maximumPhysicalAttempts,maximumPhysicalBytes,reservedSlotCount,reservedDurationSec,wholeFloodAttempts,wholeFloodFailure,wholeFloodMaximumPhysicalAttempts,wholeFloodReservedSlotCount,hopLocalSlotSavings,logicalCliqueAttemptUndercountFactor,noLossAllRecipientsDelivered,replayAttempts,replayBytes,replayOfferedAirtimeSec,replayReservedDurationSec,replayCollisionRecipients,replayDuplicateForwards,replayFutureRandomReads,replayReceiverTruthReads,integerAccountingExact,airtimeAccountingExact,upstreamErasureCausalSilence,failedReplayAttempts
20,complete-interference-upper-bound,3,28,4,638762,11174284,1,0,19,4,11,11,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999948800983032,0.000243171985392698,0.0002432,77,7392,77,0.459852932357294,17,0.000941154987882903,187,187,110,77,1,77,7392,0.236544,0.459852932357294,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,3,28,4,638762,11174284,1,0,19,4,11,11,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999921270324492,0.000373910758484808,0.000373977,99,9504,99,0.591239484459378,33,0.000820578507623019,363,363,264,99,1,99,9504,0.304128,0.591239484459378,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,4,28,4,638762,11080773,1,0,19,3,9,9,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999981250117187,0.000118743320548842,0.00011875,36,3456,36,0.214996176167047,5,0.000493356213766234,45,45,9,36,1,36,3456,0.110592,0.214996176167047,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,4,28,4,638762,11080773,1,0,19,3,9,9,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999961600491518,0.000243171985392698,0.0002432,63,6048,63,0.376243308292332,13,0.000638451907498368,117,117,54,63,1,63,6048,0.193536,0.376243308292332,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,4,28,4,638762,11080773,1,0,19,3,9,9,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999940952162254,0.000373910758484808,0.000373977,81,7776,81,0.483741396375855,22,0.000681795947317017,198,198,117,81,1,81,7776,0.248832,0.483741396375855,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,5,28,4,638762,11139673,1,0,19,4,10,10,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999975000234374,0.000118743320548842,0.00011875,40,3840,40,0.238884640185607,6,0.000314361514643425,60,60,20,40,1,40,3840,0.12288,0.238884640185607,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,5,28,4,638762,11139673,1,0,19,4,10,10,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999948800983032,0.000243171985392698,0.0002432,70,6720,70,0.418048120324813,17,0.000812510489962824,170,170,100,70,1,70,6720,0.21504,0.418048120324813,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,5,28,4,638762,11139673,1,0,19,4,10,10,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999921270324492,0.000373910758484808,0.000373977,90,8640,90,0.537490440417617,32,0.000928595622052801,320,320,230,90,1,90,8640,0.27648,0.537490440417617,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,6,28,4,638762,11083661,1,0,19,3,9,9,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999981250117187,0.000118743320548842,0.00011875,36,3456,36,0.214996176167047,5,0.000493356213766234,45,45,9,36,1,36,3456,0.110592,0.214996176167047,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,6,28,4,638762,11083661,1,0,19,3,9,9,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999961600491518,0.000243171985392698,0.0002432,63,6048,63,0.376243308292332,13,0.000638451907498368,117,117,54,63,1,63,6048,0.193536,0.376243308292332,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,6,28,4,638762,11083661,1,0,19,3,9,9,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999940952162254,0.000373910758484808,0.000373977,81,7776,81,0.483741396375855,22,0.000681795947317017,198,198,117,81,1,81,7776,0.248832,0.483741396375855,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,7,28,4,638762,11144711,1,0,19,4,10,10,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999975000234374,0.000118743320548842,0.00011875,40,3840,40,0.238884640185607,6,0.000314361514643425,60,60,20,40,1,40,3840,0.12288,0.238884640185607,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,7,28,4,638762,11144711,1,0,19,4,10,10,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999948800983032,0.000243171985392698,0.0002432,70,6720,70,0.418048120324813,17,0.000812510489962824,170,170,100,70,1,70,6720,0.21504,0.418048120324813,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,7,28,4,638762,11144711,1,0,19,4,10,10,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999921270324492,0.000373910758484808,0.000373977,90,8640,90,0.537490440417617,32,0.000928595622052801,320,320,230,90,1,90,8640,0.27648,0.537490440417617,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,8,28,4,638762,11086545,1,0,19,3,9,9,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999981250117187,0.000118743320548842,0.00011875,36,3456,36,0.214996176167047,5,0.000493356213766234,45,45,9,36,1,36,3456,0.110592,0.214996176167047,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,8,28,4,638762,11086545,1,0,19,3,9,9,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999961600491518,0.000243171985392698,0.0002432,63,6048,63,0.376243308292332,13,0.000638451907498368,117,117,54,63,1,63,6048,0.193536,0.376243308292332,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,8,28,4,638762,11086545,1,0,19,3,9,9,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999940952162254,0.000373910758484808,0.000373977,81,7776,81,0.483741396375855,22,0.000681795947317017,198,198,117,81,1,81,7776,0.248832,0.483741396375855,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,9,28,4,638762,11149751,1,0,19,4,10,10,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999975000234374,0.000118743320548842,0.00011875,40,3840,40,0.238884640185607,6,0.000314361514643425,60,60,20,40,1,40,3840,0.12288,0.238884640185607,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,9,28,4,638762,11149751,1,0,19,4,10,10,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999948800983032,0.000243171985392698,0.0002432,70,6720,70,0.418048120324813,17,0.000812510489962824,170,170,100,70,1,70,6720,0.21504,0.418048120324813,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,9,28,4,638762,11149751,1,0,19,4,10,10,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999921270324492,0.000373910758484808,0.000373977,90,8640,90,0.537490440417617,32,0.000928595622052801,320,320,230,90,1,90,8640,0.27648,0.537490440417617,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,10,28,4,638762,11089425,1,0,19,3,9,9,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999981250117187,0.000118743320548842,0.00011875,36,3456,36,0.214996176167047,5,0.000493356213766234,45,45,9,36,1,36,3456,0.110592,0.214996176167047,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,10,28,4,638762,11089425,1,0,19,3,9,9,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999961600491518,0.000243171985392698,0.0002432,63,6048,63,0.376243308292332,13,0.000638451907498368,117,117,54,63,1,63,6048,0.193536,0.376243308292332,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,10,28,4,638762,11089425,1,0,19,3,9,9,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999940952162254,0.000373910758484808,0.000373977,81,7776,81,0.483741396375855,22,0.000681795947317017,198,198,117,81,1,81,7776,0.248832,0.483741396375855,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,11,28,4,638762,11154793,1,0,19,4,10,10,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999975000234374,0.000118743320548842,0.00011875,40,3840,40,0.238884640185607,6,0.000314361514643425,60,60,20,40,1,40,3840,0.12288,0.238884640185607,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,11,28,4,638762,11154793,1,0,19,4,10,10,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999948800983032,0.000243171985392698,0.0002432,70,6720,70,0.418048120324813,17,0.000812510489962824,170,170,100,70,1,70,6720,0.21504,0.418048120324813,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,11,28,4,638762,11154793,1,0,19,4,10,10,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999921270324492,0.000373910758484808,0.000373977,90,8640,90,0.537490440417617,32,0.000928595622052801,320,320,230,90,1,90,8640,0.27648,0.537490440417617,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,12,28,4,638762,11092301,1,0,19,3,9,9,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999981250117187,0.000118743320548842,0.00011875,36,3456,36,0.214996176167047,5,0.000493356213766234,45,45,9,36,1,36,3456,0.110592,0.214996176167047,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,12,28,4,638762,11092301,1,0,19,3,9,9,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999961600491518,0.000243171985392698,0.0002432,63,6048,63,0.376243308292332,13,0.000638451907498368,117,117,54,63,1,63,6048,0.193536,0.376243308292332,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,12,28,4,638762,11092301,1,0,19,3,9,9,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999940952162254,0.000373910758484808,0.000373977,81,7776,81,0.483741396375855,22,0.000681795947317017,198,198,117,81,1,81,7776,0.248832,0.483741396375855,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,13,28,4,638762,11159837,1,0,19,4,10,10,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999975000234374,0.000118743320548842,0.00011875,40,3840,40,0.238884640185607,6,0.000314361514643425,60,60,20,40,1,40,3840,0.12288,0.238884640185607,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,13,28,4,638762,11159837,1,0,19,4,10,10,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999948800983032,0.000243171985392698,0.0002432,70,6720,70,0.418048120324813,17,0.000812510489962824,170,170,100,70,1,70,6720,0.21504,0.418048120324813,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,13,28,4,638762,11159837,1,0,19,4,10,10,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999921270324492,0.000373910758484808,0.000373977,90,8640,90,0.537490440417617,32,0.000928595622052802,320,320,230,90,1,90,8640,0.27648,0.537490440417617,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,14,28,4,638762,11095173,1,0,19,3,9,9,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999981250117187,0.000118743320548842,0.00011875,36,3456,36,0.214996176167047,5,0.000493356213766234,45,45,9,36,1,36,3456,0.110592,0.214996176167047,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,14,28,4,638762,11095173,1,0,19,3,9,9,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999961600491518,0.000243171985392698,0.0002432,63,6048,63,0.376243308292332,13,0.000638451907498368,117,117,54,63,1,63,6048,0.193536,0.376243308292332,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,14,28,4,638762,11095173,1,0,19,3,9,9,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999940952162254,0.000373910758484808,0.000373977,81,7776,81,0.483741396375855,22,0.000681795947317017,198,198,117,81,1,81,7776,0.248832,0.483741396375855,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,15,28,4,638762,11164883,1,0,19,4,10,10,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999975000234374,0.000118743320548842,0.00011875,40,3840,40,0.238884640185607,6,0.000314361514643425,60,60,20,40,1,40,3840,0.12288,0.238884640185607,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,15,28,4,638762,11164883,1,0,19,4,10,10,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999948800983032,0.000243171985392698,0.0002432,70,6720,70,0.418048120324813,17,0.000812510489962824,170,170,100,70,1,70,6720,0.21504,0.418048120324813,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,15,28,4,638762,11164883,1,0,19,4,10,10,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999921270324492,0.000373910758484808,0.000373977,90,8640,90,0.537490440417617,32,0.000928595622052802,320,320,230,90,1,90,8640,0.27648,0.537490440417617,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,16,28,4,638762,11098041,1,0,19,3,9,9,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999981250117187,0.000118743320548842,0.00011875,36,3456,36,0.214996176167047,5,0.000493356213766234,45,45,9,36,1,36,3456,0.110592,0.214996176167047,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,16,28,4,638762,11098041,1,0,19,3,9,9,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999961600491518,0.000243171985392698,0.0002432,63,6048,63,0.376243308292332,13,0.000638451907498368,117,117,54,63,1,63,6048,0.193536,0.376243308292332,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,16,28,4,638762,11098041,1,0,19,3,9,9,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999940952162254,0.000373910758484808,0.000373977,81,7776,81,0.483741396375855,22,0.000681795947317017,198,198,117,81,1,81,7776,0.248832,0.483741396375855,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,17,28,4,638762,11169931,1,0,19,4,10,10,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999975000234374,0.000118743320548842,0.00011875,40,3840,40,0.238884640185607,6,0.000314361514643425,60,60,20,40,1,40,3840,0.12288,0.238884640185607,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,17,28,4,638762,11169931,1,0,19,4,10,10,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999948800983032,0.000243171985392698,0.0002432,70,6720,70,0.418048120324813,17,0.000812510489962824,170,170,100,70,1,70,6720,0.21504,0.418048120324813,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,17,28,4,638762,11169931,1,0,19,4,10,10,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999921270324492,0.000373910758484808,0.000373977,90,8640,90,0.537490440417617,32,0.000928595622052802,320,320,230,90,1,90,8640,0.27648,0.537490440417617,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,18,28,4,638762,11100905,1,0,19,3,9,9,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999981250117187,0.000118743320548842,0.00011875,36,3456,36,0.214996176167047,5,0.000493356213766234,45,45,9,36,1,36,3456,0.110592,0.214996176167047,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,18,28,4,638762,11100905,1,0,19,3,9,9,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999961600491518,0.000243171985392698,0.0002432,63,6048,63,0.376243308292332,13,0.000638451907498368,117,117,54,63,1,63,6048,0.193536,0.376243308292332,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,18,28,4,638762,11100905,1,0,19,3,9,9,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999940952162254,0.000373910758484808,0.000373977,81,7776,81,0.483741396375855,22,0.000681795947317017,198,198,117,81,1,81,7776,0.248832,0.483741396375855,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,19,28,4,638762,11176772,1,0,19,4,10,10,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999975000234374,0.000118743320548842,0.00011875,40,3840,40,0.238884640185607,6,0.000354238193545406,60,60,20,40,1,40,3840,0.12288,0.238884640185607,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,19,28,4,638762,11176772,1,0,19,4,10,10,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999948800983032,0.000243171985392698,0.0002432,70,6720,70,0.418048120324813,17,0.000941154987882903,170,170,100,70,1,70,6720,0.21504,0.418048120324813,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,19,28,4,638762,11176772,1,0,19,4,10,10,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999921270324492,0.000373910758484808,0.000373977,90,8640,90,0.537490440417617,33,0.000820578507623019,330,330,240,90,1,90,8640,0.27648,0.537490440417617,0,0,0,0,1,0,1,9
20,complete-interference-upper-bound,20,28,4,638762,11150800,1,0,19,3,10,10,1,1,1,0.05,4,0.00237233001663295,6.25e-06,0.999981250117187,0.000118743320548842,0.00011875,40,3840,40,0.238884640185607,5,0.000552060871103933,50,50,10,40,1,40,3840,0.12288,0.238884640185607,0,0,0,0,1,0,1,4
20,complete-interference-upper-bound,20,28,4,638762,11150800,1,0,19,3,10,10,1,1,1,0.2,7,0.00121529983795166,1.28e-05,0.999961600491518,0.000243171985392698,0.0002432,70,6720,70,0.418048120324813,13,0.000727464958921541,130,130,60,70,1,70,6720,0.21504,0.418048120324813,0,0,0,0,1,0,1,7
20,complete-interference-upper-bound,20,28,4,638762,11150800,1,0,19,3,10,10,1,1,1,0.3,9,0.00124585417467427,1.9683e-05,0.999940952162254,0.000373910758484808,0.000373977,90,8640,90,0.537490440417617,22,0.000778721462095319,220,220,130,90,1,90,8640,0.27648,0.537490440417617,0,0,0,0,1,0,1,9
